id,titel,beruf,arbeitgeber,eintrittsdatum,aktuelleVeroeffentlichungsdatum,ort,region,plz,land
14271-1551261-1-S,Pflege - und Betreuungskraft (m/w/d),Betreuungskraft / Alltagsbegleiter/in,Johanniter-Unfall-Hilfe e.V. Landesverband Sachsen-Anhalt-Thüringen,2026-03-17,2026-03-16,Erfurt,Thüringen,99084,Deutschland
10000-1205999586-S,Disponent/in (m/w/d) Pflege,Kaufmann/-frau - Büromanagement,lieber-zuhause GmbH,2026-03-30,2026-03-27,Troisdorf,Nordrhein-Westfalen,53842,Deutschland
15079-k28811.4509-S,Pflegehilfskraft (m/w/d) für die ambulanten Pflege,Altenpflegehelfer/in,Cosmea Pflege QValere GmbH,2026-03-26,2026-02-19,Freigericht,Hessen,63579,Deutschland
10001-1002824378-S,Fachkraft Nachtdienst Pflege (m/w/d) – Altenholz bei Kiel,Nachtwache - Pflege,GS Company Cottbus GmbH & Co. KG,2026-03-25,2026-03-25,Kiel,Schleswig-Holstein,24106,Deutschland
12916-0002X0333044870-S,Pflege im Minijob – flexibel & fair (m/w/d),Altenpfleger/in,Bräse   Hagedorn GmbH,2026-04-01,2026-04-01,Lübeck,Schleswig-Holstein,23560,Deutschland
14751-373A88232-S,Niederlassungsleiter Personaldienstleistung Medizin Pflege (m/w/d),Niederlassungsleiter/in,Tempton Personaldienstleitungen GmbH Personalabteilung West/MED,2026-04-02,2026-04-02,Stuttgart,Baden-Württemberg,70178,Deutschland
10001-1002858134-S,Hausmeistertätigkeiten Pflege der Außenanlagen,Gärtner/in - Garten- und Landschaftsbau,RR-Küchenvertriebs GmbH,2026-03-31,2026-03-31,Stuttgart,Baden-Württemberg,70499,Deutschland
15079-k28811.4548-S,Pflegehilfskraft (m/w/d) in der ambulanten Pflege,Altenpflegehelfer/in,Cosmea Pflege Heidelberg GmbH,2026-03-25,2026-02-17,"Heidelberg, Neckar",Baden-Württemberg,69115,Deutschland
10000-1202941150-S,Pflege- und Hauswirtschaftshilfskraft (m/w/d),Altenpflegehelfer/in,VIDOM Pflege GmbH,2026-02-18,2025-06-30,Starzach,Baden-Württemberg,72181,Deutschland
12618-153105-S,Pflegehelfer*in in der ambulanten Pflege,Altenpflegehelfer/in,AWO Pflege Schleswig-Holstein gGmbH,2026-03-12,2026-03-12,Büdelsdorf,Schleswig-Holstein,24782,Deutschland
13520-0063447984-S,Ergotherapeut (m/w/d) in der Pflege,Ergotherapeut/in,Alloheim Senioren-Residenzen SE,2026-03-12,2026-03-11,Baddeckenstedt,Niedersachsen,38271,Deutschland
10001-1002847540-S,Pflegefachkraft | Ambulante Pflege (m/w/d),Pflegefachmann/-frau (Altenpflege),Diakonisches Werk im Kir chenkreis Recklinghausen Diakoniestationen gGmbH,2026-03-31,2026-03-30,"Recklinghausen, Westfalen",Nordrhein-Westfalen,45657,Deutschland
10000-1205950772-S,Vorarbeiter/in (m/w/d) Pflege,Gärtner/in - Garten- und Landschaftsbau,Carsten Noack Gartenbaubetrieb,2026-03-25,2026-03-24,Bonn,Nordrhein-Westfalen,53229,Deutschland
12513-0007632992-S,Praxisanleitung für die Pflege (m/w/d),Praxisanleiter/in - Pflegeberufe,Sonnenhof Atrium Senioren- und Pflegeheim Betriebs GmbH,2026-03-20,2026-03-20,Hettenleidelheim,Rheinland-Pfalz,67310,Deutschland
14385-427-2544780-26-S,Kinderpfleger (m/w/d) Gesundheitswesen & Pflege,Kinderpflegehelfer/in,ARWA Personaldienstleistungen GmbH,2026-04-01,2026-03-26,Coswig (Anhalt),Sachsen-Anhalt,06869,Deutschland
10001-1002817266-S,Disponent (m/w/d) Pflege,Disponent/in - Güterverkehr,carepowerteam GmbH,2026-03-24,2026-03-24,Aschheim,Bayern,85609,Deutschland
10001-1002852584-S,Hilfskräfte in der Pflege (m/w/d),Helfer/in - Altenpflege/Persönliche Assistenz,Frank Günther Jobaktivisten,2026-03-30,2026-03-30,Pegnitz,Bayern,Unbekannt,Deutschland
18213-2hk363p01s-S,Digitalisierungsexperte in der Pflege,Pflegewissenschaftler/in,Victor's Consulting & Verwaltungs GmbH,2026-03-27,2026-02-17,Saarbrücken,Saarland,66117,Deutschland
15079-k28811.4658-S,Pflegefachkraft (m/w/d) für die ambulante Pflege,Altenpfleger/in,Cosmea Pflege Heidelberg GmbH,2026-03-25,2026-03-24,"Heidelberg, Neckar",Baden-Württemberg,69115,Deutschland
12618-163430-S,Prozessmanager*in Pflege,Pflegewissenschaftler/in,AWO Bezirksverband Ostwestfalen-Lippe e.V.,2026-03-07,2026-03-07,Bad Salzuflen,Nordrhein-Westfalen,32105,Deutschland
15235-k43552.198673-S,Pflegedienstleitung für die ambulante Pflege (m/w/d),Pflegedienstleiter/in,rocket match powered by notificAI GmbH,2026-03-27,2026-03-26,Wyhl am Kaiserstuhl,Baden-Württemberg,79369,Deutschland
10001-1000210128-S,Ambulante Pflege,Gesundheits- und Krankenpfleger/in,Yakop Tuzcu Pflege MediTuz,2026-02-11,2024-05-13,Krefeld,Nordrhein-Westfalen,47803,Deutschland
12688-28839413-RJA-S,Quereinstieg in der Pflege als Pflegehelfer * in,Pflegeassistent/in,Pfennigparade Ambulante Dienste GmbH,2026-03-30,2026-03-30,München,Bayern,80804,Deutschland
16339-JS-BAX28408366-S,Mentorin in der Pflege / Pflegefachkraft (m/w/d),Praxisanleiter/in - Pflegeberufe,eva Evangelische Gesellschaft Stuttgart e.V.,2026-03-30,2026-03-30,Stuttgart,Baden-Württemberg,70182,Deutschland
14927-dzk1z7-S,Ausfallpool in der in der Pflege (Peripherie),Gesundheits- und Krankenpfleger/in,Universitätsklinikum Schleswig-Holstein,2026-03-30,2026-03-30,Lübeck,Schleswig-Holstein,23558,Deutschland
10001-1002404976-S,Quereinstieg in die Pflege (m/w/d),Ambulante/r Pfleger/in,AML Pflegedienst Angelika Schaupp,2026-01-13,2026-01-13,"Röhrmoos, Kreis Dachau",Bayern,85244,Deutschland
15079-k28811.4639-S,Altenpflegehelfer/in (m/w/d) für die ambulante Pflege,Gesundheits- und Krankenpflegehelfer/in,Cosmea Pflege Augsburg Nord GmbH,2026-03-18,2026-03-17,Langweid am Lech,Bayern,86462,Deutschland
15079-k28811.4676-S,Praxisanleiter (m/w/d) für Auszubildende in der ambulanten Pflege,Gesundheits- und Krankenpflegehelfer/in,Cosmea Pflege Mannheim GmbH,2026-03-31,2026-03-30,Mannheim,Baden-Württemberg,68259,Deutschland
14385-473-2544441-26-S,Pflegefachkraft (m/w/d) Gesundheitswesen & Pflege,Altenpfleger/in,ARWA Personaldienstleistungen GmbH,2026-04-20,2026-03-25,Brand-Erbisdorf,Sachsen,09618,Deutschland
14385-477-2544448-26-S,Hilfskraft in der Pflege (m/w/d) Vollzeit,Altenpflegehelfer/in,ARWA Personaldienstleistungen GmbH,2026-03-26,2026-03-25,Quedlinburg,Sachsen-Anhalt,06484,Deutschland
11858-16170519-STA-S,Praxisanleitung Pflege (w/m/d),Praxisanleiter/in - Pflegeberufe,Oberschwabenklinik gGmbH - Westallgäu–Klinikum,2026-03-17,2026-03-17,Wangen im Allgäu,Baden-Württemberg,88239,Deutschland
10000-1205828733-S,Studium (m/w/d) zum Bachelor Pflege,Pflegefachmann/-frau (Ausbildung),Klinikum Ernst von Bergmann gGmbH,2026-10-01,2026-03-13,Potsdam,Brandenburg,14467,Deutschland
15235-k43552.196832-S,Qualitätsmanagementbeauftragte (m/w/d) in der Pflege,Pflegefachmann/-frau (Altenpflege),rocket match powered by notificAI GmbH,2026-03-18,2026-03-17,"Schwerin, Mecklenburg",Mecklenburg-Vorpommern,19057,Deutschland
14751-373A82018-S,Heilerziehungspfleger (m/w/d) Pädagogik oder Pflege,Heilerziehungspfleger/in - Rehabilitation,Tempton Personaldienstleistungen GmbH - NL Hannover Pädagogik,2026-04-01,2026-04-01,Laatzen bei Hannover,Niedersachsen,30880,Deutschland
20482-2026-10200012-S,Leitung Pflege (m/w/d),Fachkraft - Pflegeassistenz,Karrieta UG (haftungsbeschränkt),2026-03-30,2026-03-30,"Hagen, Westfalen",Nordrhein-Westfalen,58097,Deutschland
12618-149417-S,Pflegeassistent*in in der stationären Pflege,Pflegeassistent/in,AWO Pflege Schleswig-Holstein gGmbH,2026-03-16,2026-03-16,Wedel,Schleswig-Holstein,22880,Deutschland
13520-0063211554-S,Ergotherapeut (m/w/d) in der Pflege,Ergotherapeut/in,Alloheim Senioren-Residenzen SE,2026-03-30,2026-03-02,Cloppenburg,Niedersachsen,49661,Deutschland
10001-1002825963-S,Pflegefachkraft für ambulante Pflege (m/w/d),Altenpfleger/in,GS Company Cottbus GmbH & Co. KG,2026-03-25,2026-03-25,Ellrich,Thüringen,99755,Deutschland
12951-8afd2c6d-d418-4de5--S,Pflegefachkraft (m/w/d) Junge Pflege,Fachkrankenpfleger/in - Nephrologie,Alloheim Senioren-Residenzen SE ,2026-03-31,2026-03-31,Aachen,Nordrhein-Westfalen,52062,Deutschland
12951-6b06d187-cfc4-4405--S,Mitarbeiter (w/m/d) Palliative Pflege,Fachkrankenpfleger/in - Nephrologie,Stiftung Kreuznacher Diakonie KdÖR,2026-03-31,2026-03-31,"Simmern, Hunsrück",Rheinland-Pfalz,55469,Deutschland
10001-1002837876-S,Hauswirtschaftshelfer/in in der Pflege für das Marienhaus,Helfer/in - Hauswirtschaft,Vinzentiushaus GmbH Offenburg,2026-03-27,2026-03-27,Offenburg,Baden-Württemberg,77652,Deutschland
10001-1002853690-S,Assistenzkraft Team Pflege (m/w/d),Kaufmann/-frau - Gesundheitswesen,Medizinischer Dienst Berlin-Brandenburg KdöR,2026-03-31,2026-03-31,Berlin,Berlin,10589,Deutschland
12618-166992-S,Pflegefachkraft in der stationären Pflege,Pflegefachmann/-frau (Ausbildung),AWO Pflege Schleswig-Holstein gGmbH,2026-03-21,2026-03-21,Flensburg,Schleswig-Holstein,24943,Deutschland
12916-0003X0333044804-S,Nebenjob in der Pflege? Komm zu uns! (m/w/d),Gesundheits- und Krankenpfleger/in,Bräse   Hagedorn GmbH,2026-04-01,2026-04-01,Kiel,Schleswig-Holstein,24105,Deutschland
10000-1205204474-S,Ambulante Pflege,Altenpfleger/in,DRK Deutsches Rotes Kreuz Kreisverband Dithmarschen e.V.,2026-04-01,2026-01-21,"Heide, Holstein",Schleswig-Holstein,25746,Deutschland
10001-1002679041-S,Pflege- und Betreuungskraft,Pflegeassistent/in,Lebenshilfe für Menschen Ortsverein Sindelfingen e. V.,2026-03-30,2026-02-27,Sindelfingen,Baden-Württemberg,71067,Deutschland
15863-935675530-S,Mitarbeiter/in für die Pflege des Betriebsgeländes (w/m/d),Helfer/in - Reinigung,General Logistics Systems Germany GmbH & Co. OHG,2026-05-01,2026-03-27,"Neuenstein, Hessen",Hessen,36286,Deutschland
10001-1001713595-S,Fachkräfte in der Pflege (m/w/d),Altenpfleger/in,Positana GmbH Pflege Hildesheim,2026-03-11,2025-08-21,Giesen bei Hildesheim,Niedersachsen,31180,Deutschland
11959-101668-S,Pflege-Assistenzkraft (m/w/x),Altenpflegehelfer/in,DRK Kreisverband Apolda e.V.,2026-03-27,2026-03-27,Apolda,Thüringen,99510,Deutschland
10001-1002860817-S,Praxisbegleitung in der generalistischen Pflege-Ausbildung (m/w/d),Praxisanleiter/in - Pflegeberufe,ASG - Anerkannte Schulgesellschaft mbH,2026-04-01,2026-04-01,Flensburg,Schleswig-Holstein,24943,Deutschland
12618-166935-S,Pflegefachkraft in der stationären Pflege,Pflegefachmann/-frau (Ausbildung),AWO Pflege Schleswig-Holstein gGmbH,2026-03-20,2026-03-20,"Lauenburg, Elbe",Schleswig-Holstein,21481,Deutschland
12117-28694420-YF-S,Pädagogischer Mitarbeiter (m/w/d) für den Ausbildungsbereich der Pflege,Kinderbetreuer/in,Universitätsklinikum Bonn,2026-10-01,2026-04-01,Bonn,Nordrhein-Westfalen,53127,Deutschland
12117-28692198-YF-S,Pädagogische*r Mitarbeiter*in (m/w/d) für den Ausbildungsbereich Pflege,Kinderbetreuer/in,Universitätsklinikum Bonn,2026-04-01,2026-04-01,Bonn,Nordrhein-Westfalen,53127,Deutschland
14751-305A963-S,Stellvertretende Pflegedienstleitung (m/w/d) Ambulante Pflege,Pflegedienstleiter/in,tisolgmb,2026-04-01,2026-04-01,Klingenberg am Main,Bayern,63911,Deutschland
10001-1002811171-S,Dozent Pflege (m/w/d),Altenpfleger/in,Faktum GmbH,2026-03-26,2026-03-23,Mönchengladbach,Nordrhein-Westfalen,41236,Deutschland
10001-1002816035-S,Qualitätsbeauftragter in der Pflege (m/w/d),Pflegewissenschaftler/in,Pflegeheim Neubrandenburg gGmbH,2026-03-24,2026-03-24,"Neubrandenburg, Mecklenburg",Mecklenburg-Vorpommern,17036,Deutschland
10000-1204205744-S,AUSBILDUNG IN DER PFLEGE,Altenpflegehelfer/in,Evang. Heimstiftung GmbH Haus an der Metter,2026-10-01,2025-10-22,Bietigheim-Bissingen,Baden-Württemberg,74321,Deutschland
15079-k28811.3957-S,Pflegeassistenz(m/w/d) in der ambulanten Pflege,Altenpflegehelfer/in,Cosmea Pflege Heidelberg GmbH,2026-03-27,2025-08-21,"Heidelberg, Neckar",Baden-Württemberg,69115,Deutschland
15079-k28811.3956-S,Pflegeassistenz(m/w/d) in der ambulanten Pflege,Altenpflegehelfer/in,Cosmea Pflege Mannheim GmbH,2026-03-17,2025-08-21,Mannheim,Baden-Württemberg,68259,Deutschland
15079-k28811.4593-S,Pflegehilfskraft (m/w/d) für die ambulante Pflege,Gesundheits- und Krankenpflegehelfer/in,Cosmea Pflege Augsburg GmbH,2026-03-17,2026-03-04,"Augsburg, Bayern",Bayern,86156,Deutschland
12618-160596-S,Pflegeassistent*in in der stationären Pflege,Pflegeassistent/in,AWO Pflege Schleswig-Holstein gGmbH,2026-03-11,2026-03-11,Elmshorn,Schleswig-Holstein,25337,Deutschland
10001-1001455632-S,Pflege- und Betreuungskraft  (m/w/d),Altenpflegehelfer/in,Mobiler Pflegedienst Silvia Haake GmbH,2026-03-23,2025-05-26,Delitzsch,Sachsen,04509,Deutschland
16707-0063795604-S,Pflegefachkraft (m/w/d) Familiale Pflege,Gesundheits- und Krankenpfleger/in,Gemeinnützige Gesellschaft der Franziskanerinnen zu  Olpe mbH,2026-07-01,2026-03-27,Dinslaken,Nordrhein-Westfalen,46535,Deutschland
10000-1202622487-S,Ausbildung in der Pflege,Pflegefachmann/-frau (Ausbildung),Stephanus  gGmbH GB: Wohnen und Pflege SZ Haus am See in Brüssow,2026-10-01,2025-06-01,"Brüssow, Uckermark",Brandenburg,17326,Deutschland
10001-1002730913-S,Leiter/ in Berufsfachschule für Pflege,Leiter/in - Pflegeschule,Berufsfachschule für Pflege GmbH i.G.,2026-03-09,2026-03-09,München,Bayern,81829,Deutschland
18489-j109S15353-41960-S,Pflege- oder Medizinpädagoge w/m/d,Pflegepädagoge/-pädagogin,SRH Waldklinikum Gera GmbH,2026-02-19,2025-12-08,Gera,Thüringen,07548,Deutschland
15039-44067013-327-S,Mitarbeiter (w/m/d) Palliative Pflege,Pflegefachmann/-frau (Ausbildung),Stiftungsmanagement Stiftung kreuznacher diakonie,2026-03-28,2026-03-28,"Simmern, Hunsrück",Rheinland-Pfalz,55469,Deutschland
10001-1002852598-S,Praxisanleiter Pflege (m/w/d),Gesundheits- und Krankenpfleger/in,Frank Günther Jobaktivisten,2026-03-30,2026-03-30,"Nürnberg, Mittelfranken",Bayern,Unbekannt,Deutschland
15322-0057179838-S,Praktikum in der Pflege,Altenpflegehelfer/in,Fachkliniken für Geriatrie Radeburg GmbH,2026-02-13,2025-06-23,Radeburg,Sachsen,01471,Deutschland
15079-k28811.4669-S,Hauswirtschaftliche Unterstützung (m/w/d) für ambulante Pflege,Gesundheits- und Krankenpflegehelfer/in,Cosmea Pflege Friedrichsthal GmbH,2026-03-28,2026-03-27,"Friedrichsthal, Saar",Saarland,66299,Deutschland
12951-80b42ee9-6de1-4dba--S,Pflegefachkraft (m/w/d) Junge Pflege,Pflegeassistent/in (Gesundheits- und Krankenpflege),Alloheim Senioren-Residenzen SE ,2026-03-31,2026-03-31,Braunschweig,Niedersachsen,38100,Deutschland
12951-5c367e7f-8839-45de--S,Pflegefachkraft (m/w/d) Junge Pflege,Pflegeassistent/in (Gesundheits- und Krankenpflege),Alloheim Senioren-Residenzen SE ,2026-03-31,2026-03-31,"Gießen, Lahn",Hessen,35390,Deutschland
12951-4c702e08-37b8-48cb--S,Traineeprogramm psychiatrische Pflege (m/w/d),Pflegeassistent/in (Gesundheits- und Krankenpflege),St. Augustinus Gruppe,2026-03-31,2026-03-31,Neuss,Nordrhein-Westfalen,41460,Deutschland
12951-6c2af70b-4356-407d--S,Altenpfleger Junge Pflege (m/w/d),Pflegeassistent/in (Gesundheits- und Krankenpflege),Klinikum Mittelbaden gGmbH,2026-03-31,2026-03-31,Kuppenheim,Baden-Württemberg,76456,Deutschland
12951-b6d1fc0c-c203-4d21--S,Pflegefachkräfte (m/w/d) in der Ambulanten Pflege,Pflegeassistent/in (Gesundheits- und Krankenpflege),Diakonische Stiftung Wittekindshof,2026-03-31,2026-03-31,Bad Oeynhausen,Nordrhein-Westfalen,32549,Deutschland
12951-175f11d6-b395-4bef--S,Pflegefachkraft Junge Pflege (m/w/d),Pflegeassistent/in (Gesundheits- und Krankenpflege),Klinikum Mittelbaden gGmbH,2026-03-31,2026-03-31,Kuppenheim,Baden-Württemberg,76456,Deutschland
12951-d443c024-4d1c-40f1--S,Pflegefachkraft (m/w/d) Junge Pflege,Pflegeassistent/in (Gesundheits- und Krankenpflege),Alloheim Senioren-Residenzen SE ,2026-03-31,2026-03-31,Monheim am Rhein,Nordrhein-Westfalen,40789,Deutschland
12951-c68f0a14-5dd9-4fd4--S,Trainee (m/w/d) - psychiatrische Pflege,Pflegeassistent/in (Gesundheits- und Krankenpflege),St. Augustinus Gruppe,2026-03-31,2026-03-31,Krefeld,Nordrhein-Westfalen,47798,Deutschland
12951-86e9162b-d2f9-49ae--S,Altenpflegehilfskraft oder Helfer in der Pflege (m/w/d),Pflegeassistent/in (Gesundheits- und Krankenpflege),St. Martin Diakonische Altenhilfe Eckernförde gGmbH,2026-03-31,2026-03-31,Eckernförde,Schleswig-Holstein,24340,Deutschland
12951-705a9d8b-d5be-4256--S,Pflegefachkraft (m/w/d) Junge Pflege,Pflegeassistent/in (Gesundheits- und Krankenpflege),Alloheim Senioren-Residenzen SE ,2026-03-31,2026-03-31,Wertheim am Main,Baden-Württemberg,97877,Deutschland
12951-16289bdb-9262-4538--S,Pflegefachkraft (m/w/d) Junge Pflege,Pflegeassistent/in (Gesundheits- und Krankenpflege),Alloheim Senioren-Residenzen SE ,2026-03-31,2026-03-31,"Gießen, Lahn",Hessen,35390,Deutschland
12951-6f6904a7-57fa-474d--S,Pflegefachkraft (m/w/d) für die Innere Pflege,Pflegeassistent/in (Gesundheits- und Krankenpflege),Verbund Katholischer Kliniken Düsseldorf gGmbH,2026-03-31,2026-03-31,Düsseldorf,Nordrhein-Westfalen,40479,Deutschland
10001-1002796897-S,Pflegedienstleitung (m/w/d) - Ambulante Pflege Eberswalde,Pflegedienstleiter/in,ProCurand Ambulante Pflege GmbH Eberswalde,2026-03-23,2026-03-19,Eberswalde,Brandenburg,16225,Deutschland
10001-1002847750-S,Pflegehilfskraft | Ambulante Pflege (m/w/d),Helfer/in - Altenpflege/Persönliche Assistenz,Diakonisches Werk im Kir chenkreis Recklinghausen Diakoniestationen gGmbH,2026-03-31,2026-03-30,"Recklinghausen, Westfalen",Nordrhein-Westfalen,45657,Deutschland
15235-k43552.197478-S,Pflegedienstleitung für die stationäre Pflege (m/w/d),Pflegedienstleiter/in,rocket match powered by notificAI GmbH,2026-03-23,2026-03-22,Peine,Niedersachsen,31224,Deutschland
10001-1002790802-S,Pflegehelfer (W/M/D) in der ambulanten Pflege,Helfer/in - Altenpflege/Persönliche Assistenz,Ambulante Pflege Landdienste GmbH,2026-03-20,2026-03-19,Oldenburg (Oldb),Niedersachsen,26129,Deutschland
12412-1f53c20a_JB5110514-S,Altenpfleger (m/w/d) stationäre Pflege in und um Osnabrück,Altenpfleger/in,pluss Personalmanagement GmbH - Niederlassung Osnabrück - Carepeople,2026-03-30,2026-03-30,Rheine,Nordrhein-Westfalen,48432,Deutschland
12412-3014c1ba_JB5110513-S,Altenpfleger (m/w/d) ambulante Pflege in und um Osnabrück,Altenpfleger/in,pluss Personalmanagement GmbH - Niederlassung Osnabrück - Carepeople,2026-03-30,2026-03-30,"Lengerich, Westfalen",Nordrhein-Westfalen,49525,Deutschland
12618-149416-S,Pflegefachkraft in der stationären Pflege,Pflegefachmann/-frau (Ausbildung),AWO Pflege Schleswig-Holstein gGmbH,2026-03-16,2026-03-16,Wedel,Schleswig-Holstein,22880,Deutschland
10001-1002856665-S,Pflegekräfte und Quereinsteiger in der Pflege (m/w/d),Altenpfleger/in,pro Vita GmbH,2026-03-31,2026-03-31,Rastenberg,Thüringen,99636,Deutschland
10001-1001659214-S,APH/KPH in der Mobilen Pflege (m/w/d),Altenpflegehelfer/in,Mobile Pflege & Tagespflege Nina Benz,2026-02-27,2025-08-06,Veldenz,Rheinland-Pfalz,54472,Deutschland
10001-1001439686-S,Pflegedienstleitung - stationäre Pflege (m/w/d),Pflegedienstleiter/in,Pflege mobil Seidel und Praxl GmbH,2026-01-05,2025-05-20,Werbach,Baden-Württemberg,97956,Deutschland
10001-1000235564-S,Ambulante Pflege,Pflegedienstleiter/in,Mpflege Dachau GmbH,2026-03-26,2024-05-17,Dachau,Bayern,85221,Deutschland
18024-100PJ000VN403-S,Mitarbeiter in der Pflege und Betreuung (m/w/d) in Everswinkel,Heilerziehungspfleger/in,Caritasverband im Kreisdekanat Warendorf e.V.,2026-05-01,2026-04-02,Everswinkel,Nordrhein-Westfalen,48351,Deutschland
10001-1002857784-S,Hauswirtschaftskraft / Reinigungskraft Pflege (m/w/d) in Kronshagen,Hauswirtschafter/in,GS Company Cottbus GmbH & Co. KG,2026-03-31,2026-03-31,Kronshagen,Schleswig-Holstein,24119,Deutschland
12016-10004213064-S,Altenpfleger/in m/w/d - Ambulante Pflege - VZ!,Altenpfleger/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,2026-04-05,2026-04-01,Berlin,Berlin,13353,Deutschland
14385-473-2541317-26-S,Physiotherapeut (m/w/d) Gesundheitswesen & Pflege,Physiotherapeut/in,ARWA Personaldienstleistungen GmbH,2026-04-13,2026-03-20,"Freiberg, Sachsen",Sachsen,09599,Deutschland
13812-BB-388237-7878-7056-S,Pflegefachkraft als Dauernachtwache (w/m/d),Nachtwache - Pflege,Haus der Betreuung & Pflege Am Mehlsack,2026-04-01,2026-04-01,"Ravensburg, Württemberg",Baden-Württemberg,88214,Deutschland
14385-473-2541318-26-S,Physiotherapeut (m/w/d) Gesundheitswesen & Pflege,Physiotherapeut/in,ARWA Personaldienstleistungen GmbH,2026-04-13,2026-03-20,Brand-Erbisdorf,Sachsen,09618,Deutschland
18430-0063732819-S,Pflegefachkraft | ambulante Pflege (m/w/d),Gesundheits- und Krankenpfleger/in,aiutanda Süd-Ost GmbH,2026-03-26,2026-03-25,Apolda,Thüringen,99510,Deutschland
10000-1205787014-S,Ausbildung in der Pflege 2026,Pflegefachmann/-frau (Ausbildung),ST.Spiritus - Dienst am Mensc gGmbH,2026-09-01,2026-03-27,Pasewalk,Mecklenburg-Vorpommern,17309,Deutschland
12122-1002832-1664935-0-S,Teamleiter Pflege (m/w/d),Personalberater/in,persona service AG & Co.KG Gießen,2026-02-17,2025-01-23,"Gießen, Lahn",Hessen,35390,Deutschland
12513-0007634173-S,FSJ oder BFD bei der Sander-Pflege GmbH,Betreuungskraft / Alltagsbegleiter/in,Sander Pflege GmbH,2026-03-28,2026-03-28,Nordwalde,Nordrhein-Westfalen,48356,Deutschland
10000-1198520543-S,Pflege-/ Medizinpädagogen*in (m/w/d),Pflegepädagoge/-pädagogin,Klinikum Bremerhaven Reinkenheide gGmbH,2026-03-11,2024-04-02,Bremerhaven,Bremen,27574,Deutschland
12016-10004130011-S,Helfer Pflege m/w/d - Pflegeheim,Altenpflegehelfer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,2026-03-28,2026-03-27,Berlin,Berlin,13359,Deutschland
10000-1205936692-S,Ausbildung in der Pflege - Pflegeassistent/-in (m/w/d),Pflegeassistent/in,Pflegedienst Kreuels GmbH,2026-08-01,2026-03-24,Mönchengladbach,Nordrhein-Westfalen,41066,Deutschland
